dat_load,nam_brand_short,nam_country_short,nam_region_short,today_traffic,yesterday_traffic,weekly_avg_traffic,pct_vs_yesterday_traffic,pct_vs_weekly_traffic,today_purchase,yesterday_purchase,weekly_avg_purchase,pct_vs_yesterday_purchase,pct_vs_weekly_purchase,today_add_to_cart,yesterday_add_to_cart,weekly_avg_add_to_cart,pct_vs_yesterday_atc,pct_vs_weekly_atc,today_page_view,yesterday_page_view,weekly_avg_page_view,pct_vs_yesterday_pv,pct_vs_weekly_pv,today_bounce_rate_pct,yesterday_bounce_rate_pct,weekly_avg_bounce_rate_pct,diff_vs_yesterday_bounce_rate,diff_vs_weekly_bounce_rate,status_traffic,status_purchase
2026-03-03,NARS,DE,EMEA,992,1245,981.0,-20.32,1.12,7,22,13.0,-68.18,-47.31,126,292,199.0,-56.85,-36.73,3437,5220,3787.0,-34.16,-9.24,26.56,25.27,25.35,1.29,1.21,NORMAL,WARNING
2026-03-03,NARS,ES,EMEA,1003,1176,1110.0,-14.71,-9.62,14,11,8.0,27.27,81.48,143,161,164.0,-11.18,-12.65,3861,4427,4007.0,-12.79,-3.63,25.56,22.64,27.08,2.92,-1.52,NORMAL,ALERT
2026-03-03,NARS,EU,EMEA,524,542,597.0,-3.32,-12.23,4,1,4.0,300.0,0.0,94,82,90.0,14.63,4.28,1915,1949,2123.0,-1.74,-9.79,27.5,27.92,29.91,-0.43,-2.41,NORMAL,NORMAL
2026-03-03,NARS,FR,EMEA,981,997,1054.0,-1.6,-6.9,18,14,20.0,28.57,-8.03,177,211,255.0,-16.11,-30.51,3985,4059,4553.0,-1.82,-12.48,25.99,29.23,26.61,-3.24,-0.62,NORMAL,NORMAL
2026-03-03,NARS,HK,CN,2546,3733,3423.0,-31.8,-25.62,5,4,5.0,25.0,0.0,126,138,123.0,-8.7,2.8,6024,7063,6417.0,-14.71,-6.12,49.48,59.8,47.11,-10.32,2.38,WARNING,NORMAL
2026-03-03,NARS,IE,EMEA,172,174,201.0,-1.15,-14.61,1,4,2.0,-75.0,-50.0,14,41,33.0,-65.85,-58.12,585,786,793.0,-25.57,-26.22,35.61,27.36,25.57,8.25,10.04,NORMAL,WARNING
2026-03-03,NARS,IT,EMEA,473,497,634.0,-4.83,-25.38,6,7,7.0,-14.29,-16.0,69,135,145.0,-48.89,-52.32,1885,2292,2420.0,-17.76,-22.11,27.05,29.78,29.8,-2.73,-2.75,WARNING,NORMAL
2026-03-03,NARS,JP,JP,24474,24550,26657.0,-0.31,-8.19,236,222,279.0,6.31,-15.33,1001,1051,1195.0,-4.76,-16.21,60118,58672,66591.0,2.46,-9.72,59.29,61.82,59.07,-2.53,0.21,NORMAL,NORMAL
2026-03-03,NARS,MY,APAC,349,356,264.0,-1.97,32.27,0,0,0.0,,,0,0,0.0,,,1275,1310,894.0,-2.67,42.57,31.39,28.67,30.73,2.72,0.66,ALERT,NORMAL
2026-03-03,NARS,TH,APAC,227,248,284.0,-8.47,-20.07,0,0,1.0,,-100.0,8,22,22.0,-63.64,-64.1,1119,1025,1224.0,9.17,-8.59,18.86,23.78,21.26,-4.93,-2.41,WARNING,WARNING
2026-03-03,NARS,TW,APAC,2003,1294,1758.0,54.79,13.95,15,15,23.0,0.0,-35.58,102,107,184.0,-4.67,-44.65,10836,7660,11197.0,41.46,-3.23,13.81,17.49,15.34,-3.69,-1.53,NORMAL,WARNING
2026-03-03,NARS,UK,EMEA,5119,4970,6057.0,3.0,-15.49,126,110,137.0,14.55,-7.84,968,872,1118.0,11.01,-13.39,20708,19410,24465.0,6.69,-15.36,33.41,34.34,35.17,-0.93,-1.76,NORMAL,NORMAL
2026-03-03,NARS,US,Americas,25209,27488,27802.0,-8.29,-9.33,361,433,408.0,-16.63,-11.61,3344,3679,3611.0,-9.11,-7.38,65162,69790,69511.0,-6.63,-6.26,47.58,49.23,46.47,-1.65,1.11,NORMAL,NORMAL
2026-03-03,bShi,BE,EMEA,302,324,363.0,-6.79,-16.8,5,1,5.0,400.0,9.38,33,40,46.0,-17.5,-28.92,1515,1650,1900.0,-8.18,-20.28,21.33,23.94,23.31,-2.61,-1.98,NORMAL,NORMAL
2026-03-03,bShi,BR,Americas,3140,3314,3646.0,-5.25,-13.88,21,16,20.0,31.25,5.0,150,203,163.0,-26.11,-7.98,12093,15942,14382.0,-24.14,-15.92,45.87,42.76,43.02,3.11,2.85,NORMAL,NORMAL
2026-03-03,bShi,CA,Americas,2065,3003,2442.0,-31.24,-15.43,33,19,23.0,73.68,46.2,261,259,244.0,0.77,6.84,5627,7011,6552.0,-19.74,-14.12,46.11,49.12,42.15,-3.01,3.96,NORMAL,ALERT
2026-03-03,bShi,DE,EMEA,1874,2855,1483.0,-34.36,26.34,68,191,35.0,-64.4,91.94,511,1364,263.0,-62.54,93.98,8450,16652,6214.0,-49.26,35.99,25.81,22.78,25.09,3.02,0.72,ALERT,ALERT
2026-03-03,bShi,ES,EMEA,2344,2598,2848.0,-9.78,-17.7,7,10,13.0,-30.0,-46.15,98,158,196.0,-37.97,-50.0,6575,7383,7878.0,-10.94,-16.54,34.54,36.57,33.71,-2.03,0.83,NORMAL,WARNING
2026-03-03,bShi,FR,EMEA,1368,1410,2001.0,-2.98,-31.65,31,39,45.0,-20.51,-31.76,263,200,391.0,31.5,-32.66,6283,6074,8049.0,3.44,-21.94,29.58,31.0,28.49,-1.42,1.09,WARNING,WARNING
2026-03-03,bShi,HK,CN,9031,6977,7670.0,29.44,17.74,14,9,26.0,55.56,-45.25,256,164,258.0,56.1,-0.88,13224,10350,11678.0,27.77,13.24,71.19,74.36,74.24,-3.17,-3.05,NORMAL,WARNING
2026-03-03,bShi,IT,EMEA,3135,3217,5194.0,-2.55,-39.64,7,13,26.0,-46.15,-73.51,140,157,394.0,-10.83,-64.51,7422,7299,12396.0,1.69,-40.12,24.82,26.12,25.31,-1.3,-0.49,WARNING,WARNING
2026-03-03,bShi,JP,JP,39452,45474,43746.0,-13.24,-9.82,255,280,261.0,-8.93,-2.25,776,1080,704.0,-28.15,10.29,97111,100353,92083.0,-3.23,5.46,30.67,34.66,39.79,-3.99,-9.12,NORMAL,NORMAL
2026-03-03,bShi,MY,APAC,290,306,341.0,-5.23,-14.99,3,0,2.0,,50.0,15,19,33.0,-21.05,-54.35,1096,1266,1553.0,-13.43,-29.42,22.58,24.88,22.18,-2.3,0.4,NORMAL,ALERT
2026-03-03,bShi,TH,APAC,358,348,307.0,2.87,16.72,7,1,1.0,600.0,390.0,223,75,31.0,197.33,612.79,1308,1304,1117.0,0.31,17.07,23.3,27.9,27.26,-4.6,-3.97,NORMAL,ALERT
2026-03-03,bShi,TW,APAC,4597,4939,4064.0,-6.92,13.12,9,10,9.0,-10.0,-4.55,256,292,294.0,-12.33,-13.05,26842,27713,21172.0,-3.14,26.78,17.0,18.74,16.72,-1.74,0.28,NORMAL,NORMAL
2026-03-03,bShi,UK,EMEA,1929,2049,1879.0,-5.86,2.64,29,32,28.0,-9.38,3.05,182,221,204.0,-17.65,-10.97,6439,6795,6117.0,-5.24,5.27,31.42,28.63,31.94,2.79,-0.52,NORMAL,NORMAL
2026-03-03,bShi,US,Americas,22638,27498,21528.0,-17.67,5.16,376,412,400.0,-8.74,-5.93,3145,4001,3776.0,-21.39,-16.72,56651,70516,63215.0,-19.66,-10.38,54.24,52.79,42.2,1.46,12.05,NORMAL,NORMAL
2026-03-02,CPB,CA,Americas,3015,1353,2043.0,122.84,47.55,2,10,9.0,-80.0,-78.13,68,146,123.0,-53.42,-44.65,4329,3701,3279.0,16.97,32.02,72.86,31.6,49.78,41.26,23.09,ALERT,WARNING
2026-03-02,CPB,DE,EMEA,84,469,157.0,-82.09,-46.55,1,0,0.0,,,2,2,2.0,0.0,0.0,146,521,239.0,-71.98,-38.8,57.61,92.48,56.41,-34.88,1.2,WARNING,NORMAL
2026-03-02,CPB,ES,EMEA,119,147,125.0,-19.05,-5.02,0,1,0.0,-100.0,-100.0,1,2,2.0,-50.0,-36.36,228,246,204.0,-7.32,11.53,48.89,53.7,49.3,-4.81,-0.41,NORMAL,WARNING
2026-03-02,CPB,FR,EMEA,166,227,166.0,-26.87,0.09,0,0,0.0,,,0,0,2.0,,-100.0,260,282,273.0,-7.8,-4.91,58.38,73.14,55.27,-14.76,3.11,NORMAL,NORMAL
2026-03-02,CPB,HK,CN,4935,4635,3748.0,6.47,31.67,6,3,4.0,100.0,40.0,134,114,115.0,17.54,16.52,12082,12171,11830.0,-0.73,2.13,52.22,51.69,39.25,0.53,12.97,ALERT,ALERT
2026-03-02,CPB,ID,APAC,1168,743,788.0,57.2,48.2,0,2,1.0,-100.0,-100.0,7,10,33.0,-30.0,-78.6,1788,1504,1928.0,18.88,-7.28,77.61,69.43,58.35,8.18,19.26,ALERT,WARNING
2026-03-02,CPB,IT,EMEA,96,117,116.0,-17.95,-17.04,0,0,0.0,,-100.0,0,1,1.0,-100.0,-100.0,141,175,205.0,-19.43,-31.17,50.49,40.77,45.88,9.72,4.61,NORMAL,WARNING
2026-03-02,CPB,MY,APAC,158,138,199.0,14.49,-20.55,1,0,0.0,,133.33,8,9,14.0,-11.11,-41.67,852,521,874.0,63.53,-2.52,32.04,42.25,33.09,-10.21,-1.05,WARNING,ALERT
2026-03-02,CPB,TH,APAC,175,194,274.0,-9.79,-36.06,1,0,1.0,,0.0,11,11,26.0,0.0,-58.15,760,687,1139.0,10.63,-33.25,19.05,15.73,15.9,3.32,3.15,WARNING,NORMAL
2026-03-02,CPB,TW,APAC,2410,3961,2522.0,-39.16,-4.44,13,35,20.0,-62.86,-35.0,126,303,151.0,-58.42,-16.64,12731,27621,16312.0,-53.91,-21.95,24.03,21.49,21.38,2.54,2.65,NORMAL,WARNING
2026-03-02,CPB,UK,EMEA,159,532,219.0,-70.11,-27.44,1,1,0.0,0.0,133.33,4,4,6.0,0.0,-30.0,380,727,418.0,-47.73,-9.18,54.95,83.07,57.62,-28.12,-2.67,WARNING,ALERT
2026-03-02,CPB,US,Americas,6538,7118,6874.0,-8.15,-4.88,110,248,191.0,-55.65,-42.45,1116,2315,1892.0,-51.79,-41.01,18749,25483,23026.0,-26.43,-18.58,46.49,37.71,39.12,8.78,7.37,NORMAL,WARNING
2026-03-02,CPB,VN,APAC,567,511,541.0,10.96,4.89,0,0,0.0,,,0,1,2.0,-100.0,-100.0,1656,1527,1680.0,8.45,-1.4,34.66,34.1,33.91,0.56,0.75,NORMAL,NORMAL
2026-03-02,DE,US,Americas,6974,9812,8241.0,-28.92,-15.37,142,168,185.0,-15.48,-23.12,1355,1527,1620.0,-11.26,-16.38,19094,23287,22689.0,-18.01,-15.85,42.19,46.77,42.2,-4.58,-0.01,NORMAL,WARNING
2026-03-02,IPSA,JP,JP,11810,18341,16003.0,-35.61,-26.2,453,673,522.0,-32.69,-13.19,2120,2761,2246.0,-23.22,-5.6,54269,78358,68090.0,-30.74,-20.3,33.31,38.75,34.99,-5.44,-1.68,WARNING,NORMAL
2026-03-02,NARS,BE,EMEA,351,397,354.0,-11.59,-0.97,14,13,9.0,7.69,63.33,286,173,109.0,65.32,161.36,2182,2333,1875.0,-6.47,16.38,24.2,20.91,24.64,3.29,-0.43,NORMAL,ALERT
2026-03-02,NARS,BR,Americas,2866,3747,3403.0,-23.51,-15.78,19,22,24.0,-13.64,-20.36,366,593,685.0,-38.28,-46.57,18489,25174,23676.0,-26.56,-21.91,30.52,30.97,27.61,-0.46,2.9,NORMAL,WARNING
2026-03-02,NARS,CA,Americas,1986,2860,1862.0,-30.56,6.67,20,21,16.0,-4.76,27.27,261,314,221.0,-16.88,18.02,5508,6539,4734.0,-15.77,16.36,41.71,61.93,47.33,-20.22,-5.62,NORMAL,ALERT
2026-03-02,NARS,DE,EMEA,1245,1016,939.0,22.54,32.53,22,11,11.0,100.0,108.11,292,116,176.0,151.72,65.91,5220,3469,3519.0,50.48,48.33,25.27,25.23,25.28,0.04,-0.01,ALERT,ALERT
2026-03-02,NARS,ES,EMEA,1176,1138,1107.0,3.34,6.25,11,12,7.0,-8.33,60.42,161,205,165.0,-21.46,-2.68,4427,4496,3933.0,-1.53,12.55,22.64,27.1,27.96,-4.45,-5.32,NORMAL,ALERT
2026-03-02,NARS,EU,EMEA,542,642,613.0,-15.58,-11.56,1,7,5.0,-85.71,-79.41,82,120,92.0,-31.67,-11.28,1949,2364,2192.0,-17.55,-11.07,27.92,26.74,30.54,1.18,-2.62,NORMAL,WARNING
2026-03-02,NARS,FR,EMEA,997,1178,1057.0,-15.37,-5.71,14,38,20.0,-63.16,-28.47,211,409,250.0,-48.41,-15.7,4059,6010,4545.0,-32.46,-10.7,29.23,27.47,26.49,1.76,2.74,NORMAL,WARNING
2026-03-02,NARS,HK,CN,3733,2548,3374.0,46.51,10.65,4,10,5.0,-60.0,-24.32,138,155,119.0,-10.97,15.97,7063,5679,6310.0,24.37,11.94,59.8,49.19,44.23,10.61,15.58,NORMAL,WARNING
2026-03-02,NARS,IE,EMEA,174,198,204.0,-12.12,-14.53,4,2,2.0,100.0,154.55,41,38,29.0,7.89,43.5,786,799,767.0,-1.63,2.53,27.36,24.78,25.32,2.58,2.04,NORMAL,ALERT
2026-03-02,NARS,IT,EMEA,497,523,676.0,-4.97,-26.46,7,5,8.0,40.0,-7.55,135,130,143.0,3.85,-5.41,2292,2234,2503.0,2.6,-8.42,29.78,27.65,29.53,2.13,0.24,WARNING,NORMAL
2026-03-02,NARS,JP,JP,24550,29742,26853.0,-17.46,-8.58,222,393,302.0,-43.51,-26.42,1051,1372,1258.0,-23.4,-16.46,58672,76419,68434.0,-23.22,-14.27,61.82,58.94,58.56,2.88,3.26,NORMAL,WARNING
2026-03-02,NARS,MY,APAC,356,329,243.0,8.21,46.67,0,0,0.0,,,0,0,0.0,,,1310,1330,789.0,-1.5,66.06,28.67,28.64,31.52,0.03,-2.85,ALERT,NORMAL
2026-03-02,NARS,TH,APAC,248,193,299.0,28.5,-17.06,0,1,1.0,-100.0,-100.0,22,8,23.0,175.0,-6.1,1025,860,1316.0,19.19,-22.1,23.78,21.3,20.91,2.48,2.87,NORMAL,WARNING
2026-03-02,NARS,TW,APAC,1294,1454,1992.0,-11.0,-35.04,15,17,30.0,-11.76,-49.28,107,143,241.0,-25.17,-55.6,7660,10113,13435.0,-24.26,-42.99,17.49,16.52,14.78,0.97,2.71,WARNING,WARNING
2026-03-02,NARS,UK,EMEA,4970,4865,6289.0,2.16,-20.97,110,123,143.0,-10.57,-23.0,872,836,1147.0,4.31,-23.96,19410,19675,25505.0,-1.35,-23.9,34.34,34.66,35.29,-0.32,-0.95,WARNING,WARNING
2026-03-02,NARS,US,Americas,27488,27026,27879.0,1.71,-1.4,433,524,392.0,-17.37,10.38,3679,4995,3541.0,-26.35,3.91,69790,79402,69286.0,-12.11,0.73,49.23,39.24,46.44,9.99,2.79,NORMAL,NORMAL
2026-03-02,bShi,BE,EMEA,324,324,380.0,0.0,-14.83,1,6,5.0,-83.33,-81.08,40,64,49.0,-37.5,-17.65,1650,1731,1988.0,-4.68,-16.99,23.94,24.23,22.97,-0.29,0.97,NORMAL,WARNING
2026-03-02,bShi,BR,Americas,3314,3711,3685.0,-10.7,-10.07,16,19,20.0,-15.79,-20.57,203,148,162.0,37.16,25.64,15942,16338,14108.0,-2.42,13.0,42.76,42.76,43.07,0.0,-0.31,NORMAL,WARNING
2026-03-02,bShi,CA,Americas,3003,2721,2335.0,10.36,28.63,19,16,21.0,18.75,-10.74,259,203,233.0,27.59,10.95,7011,6965,6426.0,0.66,9.1,49.12,47.53,40.79,1.59,8.33,ALERT,NORMAL
2026-03-02,bShi,DE,EMEA,2855,1634,1252.0,74.72,128.09,191,16,10.0,1093.75,1783.1,1364,107,85.0,1174.77,1504.71,16652,5341,4519.0,211.78,268.47,22.78,25.44,25.6,-2.66,-2.82,ALERT,ALERT
2026-03-02,bShi,ES,EMEA,2598,3777,3007.0,-31.22,-13.6,10,19,12.0,-47.37,-17.65,158,349,189.0,-54.73,-16.34,7383,11091,7962.0,-33.43,-7.28,36.57,33.53,33.39,3.04,3.18,NORMAL,NORMAL
2026-03-02,bShi,FR,EMEA,1410,1647,2496.0,-14.39,-43.52,39,62,45.0,-37.1,-14.15,200,511,419.0,-60.86,-52.23,6074,8827,8917.0,-31.19,-31.88,31.0,25.11,28.21,5.89,2.79,WARNING,NORMAL
2026-03-02,bShi,HK,CN,6977,7896,8008.0,-11.64,-12.88,9,14,29.0,-35.71,-68.5,164,253,274.0,-35.18,-40.08,10350,11267,12039.0,-8.14,-14.03,74.36,78.77,74.21,-4.41,0.15,NORMAL,WARNING
2026-03-02,bShi,IT,EMEA,3217,3971,5177.0,-18.99,-37.86,13,11,26.0,18.18,-50.27,157,207,392.0,-24.15,-59.95,7299,8914,12327.0,-18.12,-40.79,26.12,25.8,25.01,0.31,1.11,WARNING,WARNING
2026-03-02,bShi,JP,JP,45474,63979,43170.0,-28.92,5.34,280,467,255.0,-40.04,9.68,1080,1590,625.0,-32.08,72.92,100353,149832,89714.0,-33.02,11.86,34.66,34.09,41.45,0.57,-6.79,NORMAL,NORMAL
2026-03-02,bShi,MY,APAC,306,283,362.0,8.13,-15.44,0,2,2.0,-100.0,-100.0,19,18,36.0,5.56,-47.84,1266,1155,1635.0,9.61,-22.56,24.88,26.56,21.21,-1.68,3.67,NORMAL,WARNING
2026-03-02,bShi,TH,APAC,348,312,308.0,11.54,12.99,1,4,1.0,-75.0,-22.22,75,66,25.0,13.64,194.94,1304,1336,1153.0,-2.4,13.14,27.9,23.19,27.32,4.71,0.58,NORMAL,WARNING
2026-03-02,bShi,TW,APAC,4939,3860,3808.0,27.95,29.71,10,11,10.0,-9.09,-2.78,292,358,299.0,-18.44,-2.2,27713,20726,19683.0,33.71,40.79,18.74,16.92,16.65,1.83,2.09,ALERT,NORMAL
2026-03-02,bShi,UK,EMEA,2049,1886,1868.0,8.64,9.71,32,28,27.0,14.29,18.52,221,208,204.0,6.25,8.33,6795,6223,6027.0,9.19,12.74,28.63,30.8,32.42,-2.17,-3.79,NORMAL,NORMAL
2026-03-02,bShi,US,Americas,27498,27966,20041.0,-1.67,37.21,412,490,392.0,-15.92,5.1,4001,3989,3626.0,0.3,10.33,70516,70564,60574.0,-0.07,16.41,52.79,55.46,40.27,-2.68,12.52,ALERT,NORMAL
2026-03-01,CPB,CA,Americas,1353,1819,2021.0,-25.62,-33.07,10,8,8.0,25.0,20.69,146,127,108.0,14.96,34.65,3701,3745,3112.0,-1.17,18.94,31.6,52.14,51.53,-20.54,-19.93,WARNING,ALERT
2026-03-01,CPB,DE,EMEA,469,76,107.0,517.11,337.15,0,0,0.0,,,2,3,3.0,-33.33,-33.33,521,168,213.0,210.12,144.77,92.48,48.39,51.25,44.1,41.23,ALERT,NORMAL
2026-03-01,CPB,ES,EMEA,147,143,121.0,2.8,21.49,1,1,0.0,0.0,250.0,2,0,2.0,,7.69,246,243,200.0,1.23,23.0,53.7,41.82,48.19,11.89,5.52,ALERT,ALERT
2026-03-01,CPB,FR,EMEA,227,111,162.0,104.5,40.12,0,0,0.0,,-100.0,0,2,2.0,-100.0,-100.0,282,203,277.0,38.92,1.91,73.14,48.46,53.74,24.68,19.4,ALERT,WARNING
2026-03-01,CPB,HK,CN,4635,4511,3310.0,2.75,40.02,3,6,4.0,-50.0,-32.26,114,133,114.0,-14.29,-0.37,12171,12524,11138.0,-2.82,9.27,51.69,43.99,36.65,7.7,15.04,ALERT,WARNING
2026-03-01,CPB,ID,APAC,743,732,814.0,1.5,-8.77,2,1,2.0,100.0,7.69,10,23,36.0,-56.52,-72.0,1504,1822,2014.0,-17.45,-25.33,69.43,61.72,57.06,7.71,12.38,NORMAL,NORMAL
2026-03-01,CPB,IT,EMEA,117,109,116.0,7.34,0.74,0,0,0.0,,-100.0,1,2,1.0,-50.0,0.0,175,198,206.0,-11.62,-14.93,40.77,47.54,46.2,-6.77,-5.43,NORMAL,WARNING
2026-03-01,CPB,MY,APAC,138,187,219.0,-26.2,-37.07,0,1,1.0,-100.0,-100.0,9,12,15.0,-25.0,-40.0,521,751,1003.0,-30.63,-48.03,42.25,34.22,31.48,8.02,10.77,WARNING,WARNING
2026-03-01,CPB,TH,APAC,194,260,287.0,-25.38,-32.5,0,0,1.0,,-100.0,11,20,29.0,-45.0,-62.25,687,1006,1211.0,-31.71,-43.28,15.73,17.39,15.75,-1.66,-0.02,WARNING,WARNING
2026-03-01,CPB,TW,APAC,3961,2850,2163.0,38.98,83.09,35,22,17.0,59.09,100.82,303,176,123.0,72.16,145.49,27621,18244,13768.0,51.4,100.61,21.49,19.83,21.55,1.66,-0.06,ALERT,ALERT
2026-03-01,CPB,UK,EMEA,532,153,175.0,247.71,203.75,1,0,1.0,,75.0,4,6,6.0,-33.33,-34.88,727,300,379.0,142.33,91.68,83.07,48.33,54.03,34.74,29.04,ALERT,ALERT
2026-03-01,CPB,US,Americas,7118,8453,6727.0,-15.79,5.81,248,280,174.0,-11.43,42.53,2315,2954,1684.0,-21.63,37.45,25483,32042,21785.0,-20.47,16.97,37.71,35.5,40.09,2.21,-2.38,NORMAL,ALERT
2026-03-01,CPB,VN,APAC,511,510,548.0,0.2,-6.7,0,0,0.0,,,1,1,2.0,0.0,-58.82,1527,1556,1704.0,-1.86,-10.38,34.1,34.69,34.08,-0.59,0.03,NORMAL,NORMAL
2026-03-01,DE,US,Americas,9812,8420,7746.0,16.53,26.68,168,224,177.0,-25.0,-4.85,1527,1990,1540.0,-23.27,-0.82,23287,25523,22191.0,-8.76,4.94,46.77,41.21,41.63,5.56,5.14,ALERT,NORMAL
2026-03-01,IPSA,JP,JP,18341,13385,15231.0,37.03,20.42,673,654,480.0,2.91,40.29,2761,2550,2112.0,8.27,30.76,78358,70204,65630.0,11.61,19.39,38.75,31.23,34.06,7.52,4.69,ALERT,ALERT
2026-03-01,NARS,BE,EMEA,397,343,356.0,15.74,11.61,13,8,8.0,62.5,56.9,173,99,104.0,74.75,66.57,2333,1833,1887.0,27.28,23.65,20.91,24.59,25.15,-3.68,-4.24,NORMAL,ALERT
2026-03-01,NARS,BR,Americas,3747,3419,3335.0,9.59,12.36,22,18,24.0,22.22,-8.33,593,474,648.0,25.11,-8.45,25174,22214,22862.0,13.32,10.11,30.97,20.89,27.62,10.09,3.36,NORMAL,NORMAL
2026-03-01,NARS,CA,Americas,2860,2388,1696.0,19.77,68.66,21,21,15.0,0.0,40.0,314,201,205.0,56.22,53.28,6539,5529,4451.0,18.27,46.92,61.93,55.95,44.79,5.98,17.13,ALERT,ALERT
2026-03-01,NARS,DE,EMEA,1016,863,960.0,17.73,5.82,11,12,12.0,-8.33,-6.1,116,132,187.0,-12.12,-38.06,3469,3175,3606.0,9.26,-3.81,25.23,23.64,25.44,1.59,-0.21,NORMAL,NORMAL
2026-03-01,NARS,ES,EMEA,1138,1195,1132.0,-4.77,0.54,12,5,6.0,140.0,86.67,205,178,162.0,15.17,26.88,4496,4257,3933.0,5.61,14.31,27.1,26.48,28.07,0.61,-0.98,NORMAL,ALERT
2026-03-01,NARS,EU,EMEA,642,603,617.0,6.47,3.98,7,5,4.0,40.0,63.33,120,93,85.0,29.03,40.47,2364,2245,2205.0,5.3,7.22,26.74,30.17,30.73,-3.43,-3.99,NORMAL,ALERT
2026-03-01,NARS,FR,EMEA,1178,1061,1045.0,11.03,12.71,38,18,17.0,111.11,125.42,409,237,227.0,72.57,79.84,6010,4609,4403.0,30.4,36.48,27.47,24.59,26.41,2.88,1.06,NORMAL,ALERT
2026-03-01,NARS,HK,CN,2548,2859,3450.0,-10.88,-26.14,10,3,5.0,233.33,105.88,155,125,110.0,24.0,41.09,5679,5885,6308.0,-3.5,-9.98,49.19,53.11,43.14,-3.92,6.05,WARNING,ALERT
2026-03-01,NARS,IE,EMEA,198,208,203.0,-4.81,-2.67,2,1,1.0,100.0,40.0,38,23,27.0,65.22,43.01,799,768,766.0,4.04,4.27,24.78,23.73,25.51,1.05,-0.73,NORMAL,ALERT
2026-03-01,NARS,IT,EMEA,523,615,662.0,-14.96,-20.96,5,4,9.0,25.0,-41.67,130,107,141.0,21.5,-7.89,2234,2145,2490.0,4.15,-10.29,27.65,30.27,29.51,-2.62,-1.86,WARNING,WARNING
2026-03-01,NARS,JP,JP,29742,32415,26680.0,-8.25,11.48,393,283,296.0,38.87,32.64,1372,1227,1281.0,11.82,7.14,76419,77581,68755.0,-1.5,11.15,58.94,59.97,58.23,-1.03,0.71,NORMAL,ALERT
2026-03-01,NARS,MY,APAC,329,210,223.0,56.67,47.34,0,0,0.0,,,0,0,0.0,,,1330,625,690.0,112.8,92.79,28.64,34.1,31.13,-5.46,-2.49,ALERT,NORMAL
2026-03-01,NARS,TH,APAC,193,290,313.0,-33.45,-38.37,1,1,2.0,0.0,-36.36,8,27,29.0,-70.37,-72.28,860,1383,1409.0,-37.82,-38.98,21.3,18.93,20.33,2.37,0.97,WARNING,WARNING
2026-03-01,NARS,TW,APAC,1454,1620,2001.0,-10.25,-27.32,17,22,30.0,-22.73,-43.6,143,191,241.0,-25.13,-40.77,10113,10212,13416.0,-0.97,-24.62,16.52,16.22,14.89,0.3,1.63,WARNING,WARNING
2026-03-01,NARS,UK,EMEA,4865,6016,6597.0,-19.13,-26.25,123,135,146.0,-8.89,-16.0,836,945,1252.0,-11.53,-33.22,19675,24264,26996.0,-18.91,-27.12,34.66,37.64,34.83,-2.98,-0.17,WARNING,NORMAL
2026-03-01,NARS,US,Americas,27026,27726,28277.0,-2.52,-4.43,524,380,368.0,37.89,42.56,4995,3496,3319.0,42.88,50.5,79402,68607,68227.0,15.73,16.38,39.24,46.66,47.86,-7.42,-8.61,NORMAL,ALERT
2026-03-01,bShi,BE,EMEA,324,291,384.0,11.34,-15.69,6,3,6.0,100.0,0.0,64,25,48.0,156.0,34.53,1731,1528,2008.0,13.29,-13.79,24.23,21.64,22.47,2.59,1.76,NORMAL,NORMAL
2026-03-01,bShi,BR,Americas,3711,3549,3707.0,4.56,0.11,19,29,20.0,-34.48,-5.0,148,182,165.0,-18.68,-10.46,16338,12583,13912.0,29.84,17.44,42.76,43.32,43.25,-0.56,-0.49,NORMAL,NORMAL
2026-03-01,bShi,CA,Americas,2721,2282,2228.0,19.24,22.15,16,20,23.0,-20.0,-29.56,203,201,240.0,1.0,-15.27,6965,5917,6295.0,17.71,10.64,47.53,42.52,39.94,5.01,7.59,ALERT,WARNING
2026-03-01,bShi,DE,EMEA,1634,1508,1228.0,8.36,33.08,16,8,12.0,100.0,33.33,107,65,95.0,64.62,12.29,5341,4773,4626.0,11.9,15.46,25.44,25.3,25.37,0.13,0.07,ALERT,ALERT
2026-03-01,bShi,ES,EMEA,3777,2889,2804.0,30.74,34.72,19,10,11.0,90.0,70.51,349,132,154.0,164.39,125.99,11091,7051,7303.0,57.3,51.88,33.53,35.2,33.21,-1.67,0.32,ALERT,ALERT
2026-03-01,bShi,FR,EMEA,1647,1251,2430.0,31.65,-32.23,62,28,38.0,121.43,65.02,511,224,364.0,128.13,40.38,8827,5518,8300.0,59.97,6.35,25.11,28.86,27.92,-3.74,-2.81,WARNING,ALERT
2026-03-01,bShi,HK,CN,7896,7383,8178.0,6.95,-3.45,14,46,28.0,-69.57,-50.51,253,280,273.0,-9.64,-7.28,11267,11963,12184.0,-5.82,-7.53,78.77,74.79,73.91,3.98,4.86,NORMAL,WARNING
2026-03-01,bShi,IT,EMEA,3971,3541,4797.0,12.14,-17.22,11,15,26.0,-26.67,-58.15,207,165,375.0,25.45,-44.82,8914,7477,11749.0,19.22,-24.13,25.8,24.6,24.78,1.21,1.02,NORMAL,WARNING
