dat_load,nam_brand_short,nam_country_short,nam_region_short,today_traffic,yesterday_traffic,weekly_avg_traffic,pct_vs_yesterday_traffic,pct_vs_weekly_traffic,today_purchase,yesterday_purchase,weekly_avg_purchase,pct_vs_yesterday_purchase,pct_vs_weekly_purchase,today_add_to_cart,yesterday_add_to_cart,weekly_avg_add_to_cart,pct_vs_yesterday_atc,pct_vs_weekly_atc,today_page_view,yesterday_page_view,weekly_avg_page_view,pct_vs_yesterday_pv,pct_vs_weekly_pv,today_bounce_rate_pct,yesterday_bounce_rate_pct,weekly_avg_bounce_rate_pct,diff_vs_yesterday_bounce_rate,diff_vs_weekly_bounce_rate,status_traffic,status_purchase
2026-04-18,NARS,MY,APAC,136,141,175.0,-3.55,-22.35,0,0,0.0,,,0,0,0.0,,,341,383,585.0,-10.97,-41.72,39.63,33.94,33.2,5.69,6.43,WARNING,NORMAL
2026-04-18,NARS,TH,APAC,190,209,159.0,-9.09,19.82,0,0,1.0,,-100.0,14,8,11.0,75.0,30.67,861,902,720.0,-4.55,19.63,20.2,27.22,23.44,-7.02,-3.24,NORMAL,WARNING
2026-04-18,NARS,TW,APAC,1758,1708,2297.0,2.93,-23.47,28,24,77.0,16.67,-63.64,247,172,446.0,43.6,-44.64,12329,11084,19139.0,11.23,-35.58,16.31,16.65,14.84,-0.34,1.47,WARNING,WARNING
2026-04-18,NARS,UK,EMEA,4554,4695,5452.0,-3.0,-16.47,89,89,91.0,0.0,-2.66,791,888,890.0,-10.92,-11.1,18986,19448,20653.0,-2.38,-8.07,34.4,34.63,35.51,-0.23,-1.11,NORMAL,NORMAL
2026-04-18,NARS,US,Americas,22170,21816,22973.0,1.62,-3.5,288,250,328.0,15.2,-12.2,2651,2737,3377.0,-3.14,-21.51,57933,56240,62876.0,3.01,-7.86,45.99,45.38,44.46,0.61,1.53,NORMAL,NORMAL
2026-04-18,bShi,BE,EMEA,503,672,464.0,-25.15,8.44,27,37,18.0,-27.03,47.66,191,291,132.0,-34.36,44.38,3353,4503,2836.0,-25.54,18.23,21.88,20.31,22.52,1.56,-0.65,NORMAL,ALERT
2026-04-18,bShi,BR,Americas,4098,4314,2254.0,-5.01,81.83,12,13,15.0,-7.69,-21.5,169,170,207.0,-0.59,-18.36,10154,10821,8052.0,-6.16,26.1,52.14,54.04,39.17,-1.9,12.97,ALERT,WARNING
2026-04-18,bShi,CA,Americas,4173,3429,3679.0,21.7,13.44,140,82,116.0,70.73,20.84,1102,817,945.0,34.88,16.63,15908,12095,13357.0,31.53,19.1,43.27,42.95,41.82,0.33,1.46,NORMAL,ALERT
2026-04-18,bShi,DE,EMEA,2221,2390,1717.0,-7.07,29.32,15,14,27.0,7.14,-43.85,180,216,234.0,-16.67,-23.08,6287,6693,6370.0,-6.07,-1.3,34.21,35.04,27.51,-0.83,6.7,ALERT,WARNING
2026-04-18,bShi,ES,EMEA,1550,1725,1459.0,-10.14,6.27,26,31,21.0,-16.13,24.66,440,736,350.0,-40.22,25.71,8099,10064,7469.0,-19.53,8.44,22.84,25.37,23.86,-2.54,-1.02,NORMAL,ALERT
2026-04-18,bShi,FR,EMEA,991,1310,1391.0,-24.35,-28.74,15,18,17.0,-16.67,-10.26,135,146,139.0,-7.53,-2.98,3444,4642,5005.0,-25.81,-31.19,32.82,31.84,33.77,0.98,-0.95,WARNING,NORMAL
2026-04-18,bShi,HK,CN,5202,5503,6595.0,-5.47,-21.13,34,81,77.0,-58.02,-55.93,586,1055,1561.0,-44.45,-62.46,10907,14959,20999.0,-27.09,-48.06,67.33,64.29,61.33,3.03,6.0,WARNING,WARNING
2026-04-18,bShi,IT,EMEA,1684,2264,1834.0,-25.62,-8.18,13,26,14.0,-50.0,-6.19,228,249,164.0,-8.43,39.39,5904,7804,6197.0,-24.35,-4.73,29.26,27.82,27.44,1.44,1.82,NORMAL,NORMAL
2026-04-18,bShi,JP,JP,35743,34318,36344.0,4.15,-1.65,172,191,207.0,-9.95,-17.08,420,406,474.0,3.45,-11.37,76757,67622,73366.0,13.51,4.62,42.28,44.46,45.18,-2.18,-2.9,NORMAL,NORMAL
2026-04-18,bShi,MY,APAC,2614,2530,2570.0,3.32,1.7,2,8,4.0,-75.0,-48.15,43,309,317.0,-86.08,-86.44,5685,5944,6055.0,-4.36,-6.12,38.03,36.02,35.08,2.01,2.95,NORMAL,WARNING
2026-04-18,bShi,TH,APAC,206,207,190.0,-0.48,8.26,0,1,1.0,-100.0,-100.0,21,32,28.0,-34.38,-24.62,722,788,701.0,-8.38,2.95,27.5,26.67,23.04,0.83,4.46,NORMAL,WARNING
2026-04-18,bShi,TW,APAC,3280,3044,3812.0,7.75,-13.95,18,23,50.0,-21.74,-64.0,494,364,712.0,35.71,-30.62,29357,25060,26946.0,17.15,8.95,15.62,18.36,17.45,-2.74,-1.83,NORMAL,WARNING
2026-04-18,bShi,UK,EMEA,1361,1505,1481.0,-9.57,-8.12,19,25,20.0,-24.0,-6.34,169,154,129.0,9.74,31.15,5581,5634,5715.0,-0.94,-2.34,24.08,24.28,25.37,-0.2,-1.29,NORMAL,NORMAL
2026-04-18,bShi,US,Americas,20959,20275,19672.0,3.37,6.54,229,284,225.0,-19.37,1.65,2400,2930,2480.0,-18.09,-3.21,50388,52325,49232.0,-3.7,2.35,49.51,45.23,45.78,4.27,3.72,NORMAL,NORMAL
2026-04-17,CPB,CA,Americas,984,1035,1216.0,-4.93,-19.11,10,12,12.0,-16.67,-13.58,127,216,182.0,-41.2,-30.06,2541,3309,3283.0,-23.21,-22.6,46.6,47.21,52.04,-0.61,-5.44,NORMAL,NORMAL
2026-04-17,CPB,DE,EMEA,21,20,30.0,5.0,-28.99,0,0,0.0,,-100.0,1,0,3.0,,-66.67,139,114,243.0,21.93,-42.8,25.71,19.05,15.12,6.67,10.59,WARNING,WARNING
2026-04-17,CPB,ES,EMEA,19,26,23.0,-26.92,-18.4,0,1,0.0,-100.0,-100.0,3,1,2.0,200.0,61.54,105,116,120.0,-9.48,-12.4,20.59,11.11,12.56,9.48,8.02,NORMAL,WARNING
2026-04-17,CPB,FR,EMEA,51,44,41.0,15.91,23.96,0,0,0.0,,-100.0,1,1,2.0,0.0,-56.25,282,182,218.0,54.95,29.36,15.38,16.47,15.8,-1.09,-0.42,ALERT,WARNING
2026-04-17,CPB,HK,CN,3591,3496,3730.0,2.72,-3.73,4,3,7.0,33.33,-39.13,122,131,135.0,-6.87,-9.82,8201,8186,8816.0,0.18,-6.98,39.55,37.23,39.47,2.33,0.08,NORMAL,WARNING
2026-04-17,CPB,ID,APAC,1124,1167,697.0,-3.68,61.26,1,1,1.0,0.0,-12.5,40,42,38.0,-4.76,6.06,5343,4808,3810.0,11.13,40.22,10.16,8.37,21.44,1.79,-11.28,ALERT,NORMAL
2026-04-17,CPB,IT,EMEA,25,24,21.0,4.17,19.86,0,0,0.0,,-100.0,7,15,3.0,-53.33,157.89,118,288,113.0,-59.03,4.56,22.0,8.89,11.94,13.11,10.06,NORMAL,WARNING
2026-04-17,CPB,MY,APAC,211,215,253.0,-1.86,-16.51,3,4,3.0,-25.0,10.53,27,31,25.0,-12.9,7.39,1078,1129,961.0,-4.52,12.14,34.72,32.58,45.69,2.13,-10.97,NORMAL,NORMAL
2026-04-17,CPB,TH,APAC,203,243,202.0,-16.46,0.71,0,2,1.0,-100.0,-100.0,19,21,14.0,-9.52,35.71,949,1283,975.0,-26.03,-2.7,15.9,12.19,14.96,3.71,0.94,NORMAL,WARNING
2026-04-17,CPB,TW,APAC,2947,2917,2764.0,1.03,6.62,10,24,17.0,-58.33,-41.67,96,209,142.0,-54.07,-32.46,18365,21508,17525.0,-14.61,4.79,23.74,20.84,21.01,2.9,2.73,NORMAL,WARNING
2026-04-17,CPB,UK,EMEA,6,8,14.0,-25.0,-58.42,0,0,0.0,,-100.0,0,0,1.0,,-100.0,6,20,36.0,-70.0,-83.27,83.33,71.43,68.92,11.9,14.41,WARNING,WARNING
2026-04-17,CPB,US,Americas,6720,7893,6162.0,-14.86,9.05,108,149,111.0,-27.52,-2.95,916,1044,807.0,-12.26,13.47,16720,19994,15455.0,-16.37,8.19,50.07,49.3,47.07,0.77,3.0,NORMAL,NORMAL
2026-04-17,CPB,VN,APAC,414,461,409.0,-10.2,1.15,0,0,0.0,,,1,0,2.0,,-36.36,1167,1479,1225.0,-21.1,-4.7,38.16,37.11,36.26,1.04,1.9,NORMAL,NORMAL
2026-04-17,DE,US,Americas,5090,5354,5754.0,-4.93,-11.54,61,49,89.0,24.49,-31.68,944,973,1252.0,-2.98,-24.6,12913,12967,14979.0,-0.42,-13.79,38.15,38.41,38.89,-0.26,-0.74,NORMAL,WARNING
2026-04-17,IPSA,JP,JP,19222,29299,19644.0,-34.39,-2.15,452,1202,1041.0,-62.4,-56.59,2034,4375,3562.0,-53.51,-42.9,62328,102301,81383.0,-39.07,-23.41,50.18,43.58,39.8,6.6,10.38,NORMAL,WARNING
2026-04-17,NARS,BE,EMEA,296,476,352.0,-37.82,-15.84,9,16,11.0,-43.75,-19.23,104,188,104.0,-44.68,0.0,1563,2542,1759.0,-38.51,-11.13,23.06,30.91,25.32,-7.86,-2.27,NORMAL,NORMAL
2026-04-17,NARS,BR,Americas,2945,1992,1776.0,47.84,65.85,11,22,21.0,-50.0,-48.67,177,237,269.0,-25.32,-34.13,10564,9628,10530.0,9.72,0.32,53.53,40.05,33.18,13.47,20.35,ALERT,WARNING
2026-04-17,NARS,CA,Americas,1549,1894,1675.0,-18.22,-7.54,20,20,15.0,0.0,29.63,273,316,193.0,-13.61,41.45,4585,5716,4625.0,-19.79,-0.86,39.61,39.66,42.17,-0.05,-2.56,NORMAL,ALERT
2026-04-17,NARS,DE,EMEA,778,999,926.0,-22.12,-15.96,11,25,20.0,-56.0,-43.8,179,302,246.0,-40.73,-27.36,3252,4813,4141.0,-32.43,-21.47,30.33,29.02,27.87,1.3,2.46,NORMAL,WARNING
2026-04-17,NARS,ES,EMEA,1071,1479,1337.0,-27.59,-19.91,14,14,18.0,0.0,-20.33,246,407,319.0,-39.56,-22.92,4720,7004,5714.0,-32.61,-17.39,25.12,26.71,25.49,-1.59,-0.37,NORMAL,WARNING
2026-04-17,NARS,EU,EMEA,545,586,559.0,-7.0,-2.45,2,2,2.0,0.0,7.69,88,83,68.0,6.02,29.14,1611,2128,1925.0,-24.3,-16.32,39.43,32.56,33.14,6.87,6.29,NORMAL,NORMAL
2026-04-17,NARS,FR,EMEA,978,1603,1458.0,-38.99,-32.9,15,27,25.0,-44.44,-40.34,224,361,325.0,-37.95,-31.02,3718,6070,5846.0,-38.75,-36.4,28.93,34.13,28.56,-5.2,0.38,WARNING,WARNING
2026-04-17,NARS,HK,CN,3273,2607,3114.0,25.55,5.11,5,6,4.0,-16.67,12.9,92,115,77.0,-20.0,18.82,6724,6145,5849.0,9.42,14.96,52.81,48.41,57.64,4.4,-4.83,NORMAL,NORMAL
2026-04-17,NARS,IE,EMEA,185,180,175.0,2.78,5.71,3,3,1.0,0.0,110.0,30,14,15.0,114.29,98.11,715,635,574.0,12.6,24.6,29.68,33.18,30.89,-3.5,-1.21,NORMAL,ALERT
2026-04-17,NARS,IT,EMEA,377,603,612.0,-37.48,-38.37,5,4,6.0,25.0,-22.22,49,94,106.0,-47.87,-53.59,1511,2031,2062.0,-25.6,-26.73,25.11,27.13,26.8,-2.02,-1.69,WARNING,WARNING
2026-04-17,NARS,JP,JP,30728,25781,24657.0,19.19,24.62,410,363,361.0,12.95,13.66,1615,1596,1553.0,1.19,4.01,82641,69218,67733.0,19.39,22.01,49.65,55.22,54.99,-5.57,-5.34,ALERT,NORMAL
2026-04-17,NARS,MY,APAC,141,199,175.0,-29.15,-19.36,0,0,0.0,,,0,0,0.0,,,383,729,582.0,-47.46,-34.14,33.94,31.54,33.63,2.4,0.31,NORMAL,NORMAL
2026-04-17,NARS,TH,APAC,209,198,154.0,5.56,35.84,0,0,1.0,,-100.0,8,7,11.0,14.29,-27.27,902,803,690.0,12.33,30.75,27.22,22.83,23.19,4.39,4.03,ALERT,WARNING
2026-04-17,NARS,TW,APAC,1708,2288,2324.0,-25.35,-26.51,24,127,81.0,-81.1,-70.27,172,576,454.0,-70.14,-62.13,11084,21949,19549.0,-49.5,-43.3,16.65,15.68,14.42,0.97,2.23,WARNING,WARNING
2026-04-17,NARS,UK,EMEA,4695,5287,5469.0,-11.2,-14.15,89,97,90.0,-8.25,-1.42,888,984,896.0,-9.76,-0.92,19448,21669,20566.0,-10.25,-5.43,34.63,34.68,35.78,-0.05,-1.15,NORMAL,NORMAL
2026-04-17,NARS,US,Americas,21816,21959,23388.0,-0.65,-6.72,250,261,350.0,-4.21,-28.6,2737,2736,3576.0,0.04,-23.46,56240,56929,64904.0,-1.21,-13.35,45.38,45.32,43.99,0.06,1.39,NORMAL,WARNING
2026-04-17,bShi,BE,EMEA,672,436,427.0,54.13,57.38,37,12,15.0,208.33,142.06,291,86,101.0,238.37,188.53,4503,2522,2463.0,78.55,82.8,20.31,24.86,23.6,-4.55,-3.29,ALERT,ALERT
2026-04-17,bShi,BR,Americas,4314,2066,1892.0,108.81,128.05,13,12,15.0,8.33,-14.95,170,167,213.0,1.8,-20.29,10821,7612,7456.0,42.16,45.13,54.04,41.31,36.78,12.72,17.26,ALERT,NORMAL
2026-04-17,bShi,CA,Americas,3429,3421,3744.0,0.23,-8.42,82,112,122.0,-26.79,-32.79,817,811,989.0,0.74,-17.36,12095,12054,13736.0,0.34,-11.95,42.95,42.36,41.25,0.59,1.69,NORMAL,WARNING
2026-04-17,bShi,DE,EMEA,2390,1298,1636.0,84.13,46.06,14,10,29.0,40.0,-51.72,216,104,239.0,107.69,-9.79,6693,4731,6359.0,41.47,5.26,35.04,27.21,26.57,7.83,8.47,ALERT,WARNING
2026-04-17,bShi,ES,EMEA,1725,1794,1373.0,-3.85,25.61,31,29,18.0,6.9,68.22,736,406,265.0,81.28,177.59,10064,8883,6752.0,13.3,49.05,25.37,23.74,24.14,1.63,1.23,ALERT,ALERT
2026-04-17,bShi,FR,EMEA,1310,1382,1353.0,-5.21,-3.17,18,16,16.0,12.5,9.57,146,132,138.0,10.61,5.91,4642,5338,4942.0,-13.04,-6.08,31.84,30.87,33.72,0.96,-1.88,NORMAL,NORMAL
2026-04-17,bShi,HK,CN,5503,5771,6531.0,-4.64,-15.74,81,70,68.0,15.71,18.87,1055,1272,1466.0,-17.06,-28.04,14959,17566,20297.0,-14.84,-26.3,64.29,61.62,61.49,2.67,2.8,NORMAL,NORMAL
2026-04-17,bShi,IT,EMEA,2264,1662,1770.0,36.22,27.91,26,16,11.0,62.5,130.38,249,168,148.0,48.21,68.08,7804,5826,5959.0,33.95,30.97,27.82,29.16,27.25,-1.34,0.56,ALERT,ALERT
2026-04-17,bShi,JP,JP,34318,35485,36336.0,-3.29,-5.55,191,232,207.0,-17.67,-7.54,406,502,485.0,-19.12,-16.26,67622,69926,73719.0,-3.29,-8.27,44.46,45.41,45.19,-0.95,-0.73,NORMAL,NORMAL
2026-04-17,bShi,MY,APAC,2530,2324,2659.0,8.86,-4.87,8,4,3.0,100.0,143.48,309,269,296.0,14.87,4.54,5944,5800,6232.0,2.48,-4.63,36.02,34.5,34.38,1.52,1.64,NORMAL,ALERT
2026-04-17,bShi,TH,APAC,207,223,191.0,-7.17,8.46,1,1,1.0,0.0,-30.0,32,29,28.0,10.34,14.29,788,863,699.0,-8.69,12.73,26.67,18.73,22.27,7.94,4.4,NORMAL,WARNING
2026-04-17,bShi,TW,APAC,3044,3769,3860.0,-19.24,-21.15,23,59,48.0,-61.02,-52.37,364,733,690.0,-50.34,-47.24,25060,26703,26291.0,-6.15,-4.68,18.36,17.52,17.58,0.83,0.77,WARNING,WARNING
2026-04-17,bShi,UK,EMEA,1505,1457,1453.0,3.29,3.56,25,21,19.0,19.05,29.63,154,143,126.0,7.69,21.95,5634,5891,5614.0,-4.36,0.36,24.28,23.14,25.6,1.14,-1.32,NORMAL,ALERT
2026-04-17,bShi,US,Americas,20275,18264,19753.0,11.01,2.64,284,205,240.0,38.54,18.4,2930,2260,2637.0,29.65,11.11,52325,46196,50371.0,13.27,3.88,45.23,44.85,45.38,0.38,-0.15,NORMAL,NORMAL
2026-04-16,CPB,CA,Americas,1035,1966,1214.0,-47.36,-14.77,12,3,13.0,300.0,-9.68,216,118,196.0,83.05,10.04,3309,3658,3389.0,-9.54,-2.37,47.21,71.33,51.01,-24.13,-3.8,NORMAL,NORMAL
2026-04-16,CPB,DE,EMEA,20,25,31.0,-20.0,-35.48,0,1,0.0,-100.0,-100.0,0,1,4.0,-100.0,-100.0,114,145,269.0,-21.38,-57.67,19.05,14.58,15.1,4.46,3.95,WARNING,WARNING
2026-04-16,CPB,ES,EMEA,26,27,23.0,-3.7,13.04,1,0,0.0,,600.0,1,2,2.0,-50.0,-56.25,116,130,112.0,-10.77,3.18,11.11,21.43,13.25,-10.32,-2.14,NORMAL,ALERT
2026-04-16,CPB,FR,EMEA,44,54,40.0,-18.52,10.0,0,0,0.0,,-100.0,1,1,2.0,0.0,-53.33,182,243,212.0,-25.1,-14.27,16.47,13.73,18.28,2.75,-1.81,NORMAL,WARNING
2026-04-16,CPB,HK,CN,3496,4529,3634.0,-22.81,-3.81,3,8,9.0,-62.5,-66.67,131,226,130.0,-42.04,0.88,8186,9749,8765.0,-16.03,-6.61,37.23,39.41,39.33,-2.18,-2.1,NORMAL,WARNING
2026-04-16,CPB,ID,APAC,1167,504,608.0,131.55,92.08,1,2,1.0,-50.0,-12.5,42,25,35.0,68.0,20.0,4808,3045,3623.0,57.9,32.7,8.37,13.59,22.91,-5.22,-14.55,ALERT,NORMAL
2026-04-16,CPB,IT,EMEA,24,20,21.0,20.0,16.67,0,0,0.0,,-100.0,15,2,1.0,650.0,2000.0,288,99,89.0,190.91,223.6,8.89,11.76,12.84,-2.88,-3.96,NORMAL,WARNING
2026-04-16,CPB,MY,APAC,215,184,259.0,16.85,-16.85,4,1,2.0,300.0,75.0,31,29,25.0,6.9,25.43,1129,935,996.0,20.75,13.34,32.58,29.13,46.0,3.45,-13.41,NORMAL,ALERT
2026-04-16,CPB,TH,APAC,243,211,203.0,15.17,19.79,2,1,1.0,100.0,180.0,21,10,13.0,110.0,65.17,1283,1076,957.0,19.24,34.0,12.19,15.75,16.83,-3.56,-4.64,NORMAL,ALERT
2026-04-16,CPB,TW,APAC,2917,3229,2689.0,-9.66,8.48,24,21,15.0,14.29,55.56,209,231,126.0,-9.52,65.87,21508,20154,16573.0,6.72,29.78,20.84,20.99,21.08,-0.15,-0.24,NORMAL,ALERT
2026-04-16,CPB,UK,EMEA,8,9,15.0,-11.11,-48.15,0,0,0.0,,-100.0,0,0,1.0,,-100.0,20,12,44.0,66.67,-54.69,71.43,60.0,65.44,11.43,5.99,WARNING,WARNING
2026-04-16,CPB,US,Americas,7893,7008,5741.0,12.63,37.5,149,147,104.0,1.36,42.88,1044,1188,768.0,-12.12,35.96,19994,18583,14515.0,7.59,37.74,49.3,48.68,45.52,0.62,3.78,ALERT,ALERT
2026-04-16,CPB,VN,APAC,461,411,407.0,12.17,13.19,0,0,0.0,,,0,1,2.0,-100.0,-100.0,1479,1226,1193.0,20.64,23.94,37.11,35.91,36.28,1.2,0.83,NORMAL,NORMAL
2026-04-16,DE,US,Americas,5354,6595,5804.0,-18.82,-7.76,49,107,97.0,-54.21,-49.48,973,1373,1274.0,-29.13,-23.61,12967,16607,15261.0,-21.92,-15.03,38.41,38.97,39.14,-0.56,-0.73,NORMAL,WARNING
2026-04-16,IPSA,JP,JP,29299,25591,20278.0,14.49,44.48,1202,1267,1183.0,-5.13,1.62,4375,4071,4145.0,7.47,5.55,102301,94796,88771.0,7.92,15.24,43.58,45.58,38.29,-2.0,5.29,ALERT,NORMAL
2026-04-16,NARS,BE,EMEA,476,323,342.0,47.37,39.01,16,7,10.0,128.57,60.0,188,54,93.0,248.15,101.22,2542,1433,1657.0,77.39,53.4,30.91,24.22,24.09,6.69,6.82,ALERT,ALERT
2026-04-16,NARS,BR,Americas,1992,1604,1752.0,24.19,13.71,22,20,21.0,10.0,4.05,237,240,272.0,-1.25,-12.82,9628,10129,10622.0,-4.95,-9.36,40.05,32.13,32.14,7.93,7.91,NORMAL,NORMAL
2026-04-16,NARS,CA,Americas,1894,1596,1611.0,18.67,17.57,20,15,15.0,33.33,32.08,316,158,169.0,100.0,86.67,5716,4318,4376.0,32.38,30.63,39.66,44.19,42.03,-4.53,-2.37,NORMAL,ALERT
2026-04-16,NARS,DE,EMEA,999,924,911.0,8.12,9.69,25,32,19.0,-21.88,34.62,302,317,241.0,-4.73,25.31,4813,4411,4034.0,9.11,19.3,29.02,28.5,27.97,0.52,1.05,NORMAL,ALERT
2026-04-16,NARS,ES,EMEA,1479,1261,1318.0,17.29,12.23,14,16,17.0,-12.5,-19.67,407,262,294.0,55.34,38.5,7004,5369,5412.0,30.45,29.42,26.71,24.55,25.74,2.16,0.97,NORMAL,NORMAL
2026-04-16,NARS,EU,EMEA,586,577,563.0,1.56,4.01,2,0,2.0,,27.27,83,61,62.0,36.07,32.95,2128,1658,1904.0,28.35,11.75,32.56,39.61,32.44,-7.05,0.12,NORMAL,ALERT
2026-04-16,NARS,FR,EMEA,1603,1387,1418.0,15.57,13.02,27,19,25.0,42.11,6.78,361,254,316.0,42.13,14.34,6070,6071,5729.0,-0.02,5.95,34.13,25.32,28.01,8.81,6.12,NORMAL,NORMAL
2026-04-16,NARS,HK,CN,2607,2722,3635.0,-4.22,-28.28,6,2,4.0,200.0,50.0,115,92,76.0,25.0,50.75,6145,5454,6258.0,12.67,-1.8,48.41,57.05,61.67,-8.63,-13.25,WARNING,ALERT
2026-04-16,NARS,IE,EMEA,180,189,177.0,-4.76,1.61,3,1,1.0,200.0,162.5,14,15,21.0,-6.67,-32.41,635,650,591.0,-2.31,7.52,33.18,30.9,30.53,2.28,2.65,NORMAL,ALERT
2026-04-16,NARS,IT,EMEA,603,591,639.0,2.03,-5.7,4,5,7.0,-20.0,-42.86,94,98,116.0,-4.08,-18.97,2031,2115,2161.0,-3.97,-6.03,27.13,26.56,26.83,0.57,0.3,NORMAL,WARNING
2026-04-16,NARS,JP,JP,25781,30112,23572.0,-14.38,9.37,363,478,338.0,-24.06,7.35,1596,2049,1446.0,-22.11,10.35,69218,85622,64455.0,-19.16,7.39,55.22,46.7,55.91,8.53,-0.69,NORMAL,NORMAL
2026-04-16,NARS,MY,APAC,199,188,174.0,5.85,14.27,0,0,0.0,,,0,0,0.0,,,729,613,575.0,18.92,26.75,31.54,34.22,33.24,-2.69,-1.7,NORMAL,NORMAL
2026-04-16,NARS,TH,APAC,198,157,150.0,26.11,31.62,0,2,1.0,-100.0,-100.0,7,19,11.0,-63.16,-36.36,803,753,668.0,6.64,20.13,22.83,21.21,23.25,1.62,-0.42,ALERT,WARNING
2026-04-16,NARS,TW,APAC,2288,2817,2283.0,-18.78,0.21,127,116,69.0,9.48,84.82,576,567,414.0,1.59,39.23,21949,26340,18828.0,-16.67,16.57,15.68,15.91,14.46,-0.23,1.22,NORMAL,ALERT
2026-04-16,NARS,UK,EMEA,5287,5604,5530.0,-5.66,-4.4,97,90,90.0,7.78,8.29,984,814,882.0,20.88,11.62,21669,19767,20600.0,9.62,5.19,34.68,37.6,36.12,-2.92,-1.43,NORMAL,NORMAL
2026-04-16,NARS,US,Americas,21959,22367,23791.0,-1.82,-7.7,261,282,374.0,-7.45,-30.21,2736,3013,3856.0,-9.19,-29.04,56929,59079,67118.0,-3.64,-15.18,45.32,45.35,43.5,-0.03,1.82,NORMAL,WARNING
2026-04-16,bShi,BE,EMEA,436,688,435.0,-36.63,0.16,12,35,15.0,-65.71,-19.23,86,310,99.0,-72.26,-13.01,2522,5265,2402.0,-52.1,5.01,24.86,20.89,24.35,3.98,0.51,NORMAL,NORMAL
2026-04-16,bShi,BR,Americas,2066,2027,1840.0,1.92,12.3,12,15,16.0,-20.0,-26.96,167,188,218.0,-11.17,-23.49,7612,8118,7423.0,-6.23,2.55,41.31,33.42,35.72,7.9,5.6,NORMAL,WARNING
2026-04-16,bShi,CA,Americas,3421,3686,3861.0,-7.19,-11.4,112,111,132.0,0.9,-15.33,811,894,1078.0,-9.28,-24.77,12054,12934,14387.0,-6.8,-16.22,42.36,41.53,40.9,0.83,1.46,NORMAL,NORMAL
2026-04-16,bShi,DE,EMEA,1298,1535,1672.0,-15.44,-22.38,10,30,32.0,-66.67,-69.03,104,231,253.0,-54.98,-58.87,4731,6167,6491.0,-23.29,-27.11,27.21,26.11,27.43,1.1,-0.22,WARNING,WARNING
2026-04-16,bShi,ES,EMEA,1794,1443,1329.0,24.32,34.96,29,21,17.0,38.1,75.0,406,274,239.0,48.18,69.57,8883,6981,6462.0,27.25,37.46,23.74,23.9,24.35,-0.16,-0.6,ALERT,ALERT
2026-04-16,bShi,FR,EMEA,1382,1622,1336.0,-14.8,3.47,16,16,17.0,0.0,-3.45,132,143,138.0,-7.69,-4.25,5338,6612,4809.0,-19.27,11.01,30.87,28.13,33.73,2.74,-2.86,NORMAL,NORMAL
2026-04-16,bShi,HK,CN,5771,7089,6427.0,-18.59,-10.21,70,115,60.0,-39.13,15.84,1272,2389,1321.0,-46.76,-3.72,17566,25067,19109.0,-29.92,-8.08,61.62,59.17,62.16,2.45,-0.53,NORMAL,NORMAL
2026-04-16,bShi,IT,EMEA,1662,1796,1787.0,-7.46,-7.01,16,13,11.0,23.08,43.59,168,157,150.0,7.01,12.32,5826,5878,6055.0,-0.88,-3.78,29.16,28.15,26.81,1.01,2.34,NORMAL,ALERT
2026-04-16,bShi,JP,JP,35485,36207,36294.0,-1.99,-2.23,232,215,199.0,7.91,16.58,502,483,478.0,3.93,5.02,69926,74091,74336.0,-5.62,-5.93,45.41,44.17,44.69,1.24,0.73,NORMAL,NORMAL
2026-04-16,bShi,MY,APAC,2324,2449,2489.0,-5.1,-6.63,4,1,3.0,300.0,40.0,269,193,265.0,39.38,1.4,5800,5810,5834.0,-0.17,-0.58,34.5,34.37,33.88,0.13,0.61,NORMAL,ALERT
2026-04-16,bShi,TH,APAC,223,181,191.0,23.2,17.02,1,2,1.0,-50.0,-30.0,29,11,27.0,163.64,7.41,863,662,676.0,30.36,27.66,18.73,21.24,23.45,-2.5,-4.72,NORMAL,WARNING
2026-04-16,bShi,TW,APAC,3769,3906,3776.0,-3.51,-0.2,59,78,42.0,-24.36,39.53,733,994,623.0,-26.26,17.58,26703,33926,25325.0,-21.29,5.44,17.52,16.53,17.41,0.99,0.12,NORMAL,ALERT
2026-04-16,bShi,UK,EMEA,1457,1653,1451.0,-11.86,0.39,21,20,19.0,5.0,12.21,143,122,132.0,17.21,8.1,5891,5702,5598.0,3.31,5.23,23.14,25.66,26.03,-2.52,-2.89,NORMAL,NORMAL
2026-04-16,bShi,US,Americas,18264,19529,20026.0,-6.48,-8.8,205,192,245.0,6.77,-16.18,2260,2086,2758.0,8.34,-18.06,46196,46507,51296.0,-0.67,-9.94,44.85,44.99,45.22,-0.14,-0.37,NORMAL,NORMAL
2026-04-15,CPB,CA,Americas,1966,908,1079.0,116.52,82.16,3,9,16.0,-66.67,-80.73,118,147,235.0,-19.73,-49.85,3658,2524,3512.0,44.93,4.17,71.33,48.37,46.28,22.96,25.05,ALERT,WARNING
2026-04-15,CPB,DE,EMEA,25,28,32.0,-10.71,-20.81,1,0,0.0,,600.0,1,1,4.0,0.0,-73.08,145,221,273.0,-34.39,-46.97,14.58,13.73,16.43,0.86,-1.85,WARNING,ALERT
